"playerID","yearID","G","G_batting","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","G_old"
"taylosa03",2023,31,31,60,11,12,2,1,0,4,8,0,7,22,0,0,1,1,1,NA
"tayloty01",2023,81,81,231,36,54,17,1,10,35,9,0,8,55,0,3,0,1,10,NA
"tellero01",2023,106,105,311,26,67,9,1,13,47,0,0,35,86,2,0,0,5,11,NA
"tenajo01",2023,18,18,31,2,7,2,0,0,3,0,0,3,13,0,0,0,0,0,NA
"thaisma01",2023,95,95,262,32,56,6,0,9,31,2,0,36,83,1,6,0,3,4,NA
"thomaal01",2023,125,125,374,51,86,17,5,9,39,9,1,19,86,1,4,2,3,5,NA
"thomaco01",2023,19,19,42,1,10,3,0,1,2,0,0,4,17,0,0,0,0,1,NA
"thomala02",2023,157,156,628,101,168,36,3,28,86,20,5,36,176,0,11,0,7,5,NA
"thompbu01",2023,37,37,53,10,9,4,1,0,4,4,2,4,16,0,1,1,1,0,NA
"thomptr01",2023,72,72,153,17,25,2,0,6,17,2,0,24,77,0,2,0,0,1,NA
"toglimi01",2023,45,45,141,18,23,5,0,4,9,1,1,10,50,0,1,0,0,3,NA
"torkesp01",2023,159,159,606,88,141,34,1,31,94,3,0,67,171,1,6,0,5,15,NA
"toroab01",2023,9,9,18,4,8,0,0,2,9,0,0,2,5,0,1,0,0,0,NA
"torregl01",2023,158,158,596,90,163,28,2,25,68,13,6,67,98,0,3,0,6,19,NA
"torrelu01",2023,18,18,28,1,7,3,0,0,4,0,0,1,9,0,1,0,0,0,NA
"tovarez01",2023,153,153,581,79,147,37,4,15,73,11,5,25,166,0,4,2,3,10,NA
"trammta01",2023,22,22,46,7,6,0,0,3,11,0,1,9,22,0,1,0,0,2,NA
"trejoal01",2023,83,82,207,24,48,11,0,4,26,5,1,16,51,0,1,1,2,3,NA
"trevijo01",2023,55,55,157,15,33,4,0,4,15,0,0,8,22,0,2,1,0,6,NA
"triolja01",2023,54,54,181,30,54,9,0,3,21,6,1,24,63,0,3,0,1,0,NA
"trompch01",2023,6,6,16,1,2,1,0,0,1,0,0,0,7,0,0,0,0,0,NA
"troutmi01",2023,82,82,308,54,81,14,1,18,44,2,0,45,104,2,7,0,2,4,NA
"tuckeco01",2023,5,5,8,2,4,0,0,0,2,0,0,1,2,0,1,0,0,0,NA
"tuckeky01",2023,157,157,574,97,163,37,5,29,112,30,5,80,92,9,3,0,10,11,NA
"turanbr02",2023,137,137,404,46,88,9,3,6,34,26,4,38,94,1,1,3,2,9,NA
"turneju01",2023,146,146,558,86,154,31,0,23,96,4,1,51,110,0,11,0,6,10,NA
"turnetr01",2023,155,155,639,102,170,35,5,26,76,30,0,45,150,2,6,0,1,12,NA
"uriaslu01",2023,52,52,144,18,28,6,0,3,18,0,0,21,41,0,10,0,0,4,NA
"uriasra01",2023,116,116,360,45,95,22,3,4,42,3,1,27,101,0,8,0,1,10,NA
"urshegi01",2023,62,62,214,22,64,8,1,2,24,3,2,10,36,0,1,0,3,9,NA
"valdeen01",2023,49,49,139,17,37,8,0,6,19,5,1,8,37,0,1,0,0,4,NA
"vargail01",2023,86,86,262,32,66,13,2,4,31,1,1,19,20,0,1,3,1,10,NA
"vargami01",2023,81,81,256,36,50,15,4,7,32,3,2,38,61,1,4,1,4,1,NA
"varshda01",2023,158,158,527,65,116,23,3,20,61,16,7,45,135,0,4,1,3,5,NA
"vaughan01",2023,152,152,566,67,146,30,2,21,80,0,0,36,129,0,11,0,2,15,NA
"vavrate01",2023,27,27,49,9,12,0,0,0,5,1,0,5,12,0,0,2,0,5,NA
"vazquch01",2023,102,102,327,34,73,13,0,6,32,1,0,25,82,1,1,1,1,11,NA
"velazan01",2023,54,54,81,12,14,3,0,2,3,13,3,10,30,0,0,3,0,1,NA
"velazne01",2023,53,53,162,35,38,6,0,17,34,0,0,14,51,0,2,0,1,3,NA
"verdual01",2023,142,142,546,81,144,37,5,13,54,5,3,45,93,1,6,0,5,11,NA
"vientma01",2023,65,65,218,19,46,5,1,9,22,1,0,10,71,0,3,0,2,5,NA
"vierlma01",2023,134,134,479,63,125,21,5,10,44,6,6,44,112,1,5,1,1,8,NA
"villada01",2023,46,46,124,15,18,6,0,5,12,1,1,11,45,0,4,0,1,1,NA
"vilorme01",2023,10,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA
"vogelda01",2023,104,104,275,33,64,8,0,13,48,0,0,42,81,1,2,0,0,6,NA
"voitlu01",2023,22,22,68,5,15,3,0,0,4,2,0,4,27,0,2,0,0,3,NA
"volpean01",2023,159,159,541,62,113,23,4,21,60,24,5,52,167,0,5,1,2,10,NA
"vosleja01",2023,20,20,62,6,10,2,1,3,10,0,0,3,25,0,0,0,0,0,NA
"vottojo01",2023,65,65,208,26,42,6,0,14,38,0,0,27,62,0,7,0,0,2,NA
"wadela01",2023,135,135,429,64,110,14,2,17,45,2,0,76,95,3,6,4,4,4,NA
"wadety01",2023,26,26,51,8,13,1,1,0,2,4,0,4,13,0,0,0,0,0,NA
"wainwad01",2023,23,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
"walkech02",2023,157,157,582,86,150,36,2,33,103,11,0,62,127,3,8,0,8,13,NA
"walkejo02",2023,117,117,420,51,116,19,2,16,51,7,4,37,104,0,6,0,2,9,NA
"wallach01",2023,65,65,157,18,31,5,1,7,15,0,1,13,57,0,0,2,0,5,NA
"wallfo01",2023,15,15,13,6,6,2,0,1,2,5,1,2,4,0,0,0,0,0,NA
"wallnma01",2023,76,76,213,42,53,11,1,14,41,2,1,28,80,1,13,0,0,1,NA
"wallsta01",2023,99,99,303,50,61,12,2,8,36,22,1,44,92,0,1,1,0,1,NA
"walshja01",2023,39,39,104,10,13,4,0,4,11,0,0,11,45,0,1,0,0,1,NA
"wardta01",2023,97,97,356,60,90,18,0,14,47,4,2,39,80,0,8,0,6,9,NA
"waterdr01",2023,98,98,302,40,69,11,5,8,32,16,5,27,107,0,5,0,3,4,NA
"wellsau01",2023,19,19,70,8,16,6,0,4,13,0,0,3,14,0,0,0,1,3,NA
"wendljo01",2023,112,112,297,33,63,16,3,2,20,7,1,13,67,0,2,3,3,8,NA
"westbjo01",2023,68,68,208,26,54,17,2,3,23,4,1,16,56,0,1,0,3,3,NA
"whiteel04",2023,6,6,14,1,1,0,0,0,0,0,0,2,7,0,1,0,0,0,NA
"wiemejo01",2023,132,132,367,48,75,19,0,13,42,11,4,36,116,0,5,0,2,4,NA
"willial04",2023,46,46,101,7,20,5,0,0,6,0,0,9,35,0,1,1,0,2,NA
"willilu01",2023,11,11,19,1,1,0,0,0,0,4,0,0,7,0,0,0,0,0,NA
"wilsowe01",2023,8,8,16,5,5,0,0,1,2,3,1,6,5,0,0,0,0,0,NA
"winkeje01",2023,61,61,166,16,33,5,0,1,23,0,0,26,51,0,4,0,1,0,NA
"winnma01",2023,37,37,122,8,21,2,0,2,12,2,1,10,26,0,0,2,3,1,NA
"wisdopa01",2023,97,97,268,43,55,8,1,23,46,4,2,30,111,0,2,1,1,4,NA
"wiselbr01",2023,51,51,120,10,21,5,0,2,8,2,1,9,40,0,0,1,1,2,NA
"wittbo02",2023,158,158,641,97,177,28,11,30,96,49,15,40,121,1,4,1,8,11,NA
"wongco01",2023,126,126,371,55,87,25,2,9,36,8,2,22,134,0,6,3,1,4,NA
"wongko01",2023,87,87,224,25,41,6,0,4,27,3,2,18,53,0,5,0,3,1,NA
"wynnsau01",2023,51,51,130,11,27,6,0,1,10,1,0,9,39,0,2,3,1,4,NA
"yastrmi01",2023,106,106,330,54,77,23,1,15,43,2,2,45,99,3,3,2,1,5,NA
"yelicch01",2023,144,144,550,106,153,34,1,19,76,28,3,78,140,7,3,0,1,15,NA
"yepezju01",2023,28,28,60,5,11,1,0,2,2,0,1,4,20,0,1,0,0,0,NA
"yoshima02",2023,140,140,537,71,155,33,3,15,72,8,0,34,81,0,7,0,2,20,NA
"youngja02",2023,16,16,43,8,8,0,3,2,8,2,0,3,13,0,1,0,0,1,NA
"youngja03",2023,33,33,107,9,27,7,1,0,12,13,0,10,22,0,1,3,0,2,NA
"zavalse01",2023,73,73,175,17,30,4,0,7,18,1,0,12,70,0,2,2,2,4,NA
"zuninmi01",2023,42,42,124,11,22,7,0,3,11,0,0,15,61,0,1,0,0,3,NA
